tag,true_label,omega_step,load_profile,seed,cp_prediction,prediction_set,max_probability,final_decision,fault_evidence,slow_gate_open,transient_gate_open,max_E_bar,transient_score
20260301_204447_w60_lp1_seed0_healthy_r0,healthy,60.0,1,0,ld_mismatch,ld_mismatch,0.7508044363243145,uncertain,0,0,0,4.160014112599099,-3.1742521448269336
20260301_204447_w60_lp1_seed0_healthy_r1,healthy,60.0,1,0,healthy,healthy,0.9974285714285714,healthy,0,0,0,3.8058632366470357,-3.2526032732794823
20260301_204447_w60_lp1_seed0_healthy_r2,healthy,60.0,1,0,healthy,healthy,1.0,healthy,0,0,0,3.850069693935808,-3.238901444789734
20260301_204447_w60_lp1_seed0_rs_drift_p02,rs_drift,60.0,1,0,rs_drift,rs_drift,1.0,rs_drift,1,1,1,190.93657821402076,-1.132027693804323
20260301_204447_w60_lp1_seed0_rs_drift_p05,rs_drift,60.0,1,0,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1139.8592176992104,1.6756645531919128
20260301_204447_w60_lp1_seed0_rs_drift_p08,rs_drift,60.0,1,0,rs_drift,rs_drift,1.0,rs_drift,1,1,1,2890.7490221222897,3.4068222395870387
20260301_204447_w60_lp1_seed0_rs_drift_p10,rs_drift,60.0,1,0,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4504.073215952682,4.258049604465089
20260301_204447_w60_lp1_seed0_rs_drift_p15,rs_drift,60.0,1,0,rs_drift,rs_drift,1.0,rs_drift,1,1,1,10105.149839377587,5.827052692827598
20260301_204447_w60_lp1_seed0_rs_drift_p20,rs_drift,60.0,1,0,rs_drift,rs_drift,1.0,rs_drift,1,1,1,17971.367640521737,6.947367525758348
20260301_204447_w60_lp1_seed0_rs_drift_p30,rs_drift,60.0,1,0,rs_drift,rs_drift,1.0,rs_drift,1,1,1,40478.48630171501,8.524956256891844
20260301_204447_w60_lp1_seed0_rs_drift_p40,rs_drift,60.0,1,0,rs_drift,rs_drift,1.0,rs_drift,1,1,1,72049.28036667788,9.63804912055991
20260301_204447_w60_lp1_seed0_ld_mismatch_m20,ld_mismatch,60.0,1,0,ld_mismatch,ld_mismatch,0.7508044363243145,uncertain,0,0,0,4.160014112599099,-3.1742521448269336
20260301_204447_w60_lp1_seed0_ld_mismatch_m10,ld_mismatch,60.0,1,0,ld_mismatch,ld_mismatch,0.7508044363243145,uncertain,0,0,0,4.160014112599099,-3.1742521448269336
20260301_204447_w60_lp1_seed0_ld_mismatch_m05,ld_mismatch,60.0,1,0,ld_mismatch,ld_mismatch,0.7508044363243145,uncertain,0,0,0,4.160014112599099,-3.1742521448269336
20260301_204447_w60_lp1_seed0_ld_mismatch_p05,ld_mismatch,60.0,1,0,ld_mismatch,ld_mismatch,0.7508044363243145,uncertain,0,0,0,4.160014112599099,-3.1742521448269336
20260301_204447_w60_lp1_seed0_ld_mismatch_p10,ld_mismatch,60.0,1,0,ld_mismatch,ld_mismatch,0.7508044363243145,uncertain,0,0,0,4.160014112599099,-3.1742521448269336
20260301_204447_w60_lp1_seed0_ld_mismatch_p20,ld_mismatch,60.0,1,0,ld_mismatch,ld_mismatch,0.7508044363243145,uncertain,0,0,0,4.160014112599099,-3.1742521448269336
20260301_204447_w60_lp1_seed1_healthy_r0,healthy,60.0,1,1,ld_mismatch,ld_mismatch,0.763040183849165,uncertain,0,0,0,3.9641265267672168,-3.1808071399751663
20260301_204447_w60_lp1_seed1_healthy_r1,healthy,60.0,1,1,healthy,healthy,0.9699742288054728,healthy,0,0,0,3.8826952974280795,-3.192241776158226
20260301_204447_w60_lp1_seed1_healthy_r2,healthy,60.0,1,1,healthy,healthy,0.9608226948799823,healthy,1,1,0,3.9808551737340894,-3.1392347687831608
20260301_204447_w60_lp1_seed1_rs_drift_p02,rs_drift,60.0,1,1,rs_drift,rs_drift,0.9957142857142857,rs_drift,1,1,1,186.68188092043542,-1.1273930640216445
20260301_204447_w60_lp1_seed1_rs_drift_p05,rs_drift,60.0,1,1,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1133.6366205592253,1.6755908393470167
20260301_204447_w60_lp1_seed1_rs_drift_p08,rs_drift,60.0,1,1,rs_drift,rs_drift,1.0,rs_drift,1,1,1,2887.669432009743,3.4059583839367518
20260301_204447_w60_lp1_seed1_rs_drift_p10,rs_drift,60.0,1,1,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4505.826181478706,4.257070151835859
20260301_204447_w60_lp1_seed1_rs_drift_p15,rs_drift,60.0,1,1,rs_drift,rs_drift,1.0,rs_drift,1,1,1,10124.052263856833,5.826055969173652
20260301_204447_w60_lp1_seed1_rs_drift_p20,rs_drift,60.0,1,1,rs_drift,rs_drift,1.0,rs_drift,1,1,1,17992.727376609844,6.9464237662027255
20260301_204447_w60_lp1_seed1_rs_drift_p30,rs_drift,60.0,1,1,rs_drift,rs_drift,1.0,rs_drift,1,1,1,40500.10437734132,8.524109184015153
20260301_204447_w60_lp1_seed1_rs_drift_p40,rs_drift,60.0,1,1,rs_drift,rs_drift,1.0,rs_drift,1,1,1,72074.3164711862,9.637269402813455
20260301_204447_w60_lp1_seed1_ld_mismatch_m20,ld_mismatch,60.0,1,1,ld_mismatch,ld_mismatch,0.763040183849165,uncertain,0,0,0,3.9641265267672168,-3.1808071399751663
20260301_204447_w60_lp1_seed1_ld_mismatch_m10,ld_mismatch,60.0,1,1,ld_mismatch,ld_mismatch,0.763040183849165,uncertain,0,0,0,3.9641265267672168,-3.1808071399751663
20260301_204447_w60_lp1_seed1_ld_mismatch_m05,ld_mismatch,60.0,1,1,ld_mismatch,ld_mismatch,0.763040183849165,uncertain,0,0,0,3.9641265267672168,-3.1808071399751663
20260301_204447_w60_lp1_seed1_ld_mismatch_p05,ld_mismatch,60.0,1,1,ld_mismatch,ld_mismatch,0.763040183849165,uncertain,0,0,0,3.9641265267672168,-3.1808071399751663
20260301_204447_w60_lp1_seed1_ld_mismatch_p10,ld_mismatch,60.0,1,1,ld_mismatch,ld_mismatch,0.763040183849165,uncertain,0,0,0,3.9641265267672168,-3.1808071399751663
20260301_204447_w60_lp1_seed1_ld_mismatch_p20,ld_mismatch,60.0,1,1,ld_mismatch,ld_mismatch,0.763040183849165,uncertain,0,0,0,3.9641265267672168,-3.1808071399751663
20260301_204447_w60_lp1_seed2_healthy_r0,healthy,60.0,1,2,ld_mismatch,ld_mismatch,0.7541215475324702,uncertain,0,0,0,4.017754469134189,-3.208469153119901
20260301_204447_w60_lp1_seed2_healthy_r1,healthy,60.0,1,2,healthy,healthy,0.9965244998903535,healthy,0,0,0,3.9351031752263976,-3.165275978776185
20260301_204447_w60_lp1_seed2_healthy_r2,healthy,60.0,1,2,healthy,healthy,0.993100532925721,healthy,0,0,0,3.9228478032456744,-3.1821261382094805
20260301_204447_w60_lp1_seed2_rs_drift_p02,rs_drift,60.0,1,2,rs_drift,rs_drift,1.0,rs_drift,1,1,1,185.95521528031767,-1.1724553123394497
20260301_204447_w60_lp1_seed2_rs_drift_p05,rs_drift,60.0,1,2,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1132.9165735076688,1.6562391477102203
20260301_204447_w60_lp1_seed2_rs_drift_p08,rs_drift,60.0,1,2,rs_drift,rs_drift,1.0,rs_drift,1,1,1,2887.643133780813,3.3949962547782384
20260301_204447_w60_lp1_seed2_rs_drift_p10,rs_drift,60.0,1,2,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4506.647970666071,4.248735518689642
20260301_204447_w60_lp1_seed2_rs_drift_p15,rs_drift,60.0,1,2,rs_drift,rs_drift,1.0,rs_drift,1,1,1,10128.296527642868,5.8209546848404
20260301_204447_w60_lp1_seed2_rs_drift_p20,rs_drift,60.0,1,2,rs_drift,rs_drift,1.0,rs_drift,1,1,1,18002.207380959702,6.942793001292753
20260301_204447_w60_lp1_seed2_rs_drift_p30,rs_drift,60.0,1,2,rs_drift,rs_drift,1.0,rs_drift,1,1,1,40527.595131441594,8.52183756486904
20260301_204447_w60_lp1_seed2_rs_drift_p40,rs_drift,60.0,1,2,rs_drift,rs_drift,1.0,rs_drift,1,1,1,72118.12670797188,9.635634354969968
20260301_204447_w60_lp1_seed2_ld_mismatch_m20,ld_mismatch,60.0,1,2,ld_mismatch,ld_mismatch,0.7541215475324702,uncertain,0,0,0,4.017754469134189,-3.208469153119901
20260301_204447_w60_lp1_seed2_ld_mismatch_m10,ld_mismatch,60.0,1,2,ld_mismatch,ld_mismatch,0.7541215475324702,uncertain,0,0,0,4.017754469134189,-3.208469153119901
20260301_204447_w60_lp1_seed2_ld_mismatch_m05,ld_mismatch,60.0,1,2,ld_mismatch,ld_mismatch,0.7541215475324702,uncertain,0,0,0,4.017754469134189,-3.208469153119901
20260301_204447_w60_lp1_seed2_ld_mismatch_p05,ld_mismatch,60.0,1,2,ld_mismatch,ld_mismatch,0.7541215475324702,uncertain,0,0,0,4.017754469134189,-3.208469153119901
20260301_204447_w60_lp1_seed2_ld_mismatch_p10,ld_mismatch,60.0,1,2,ld_mismatch,ld_mismatch,0.7541215475324702,uncertain,0,0,0,4.017754469134189,-3.208469153119901
20260301_204447_w60_lp1_seed2_ld_mismatch_p20,ld_mismatch,60.0,1,2,ld_mismatch,ld_mismatch,0.7541215475324702,uncertain,0,0,0,4.017754469134189,-3.208469153119901
20260301_204447_w60_lp2_seed0_healthy_r0,healthy,60.0,2,0,ld_mismatch,ld_mismatch,0.7508044363243145,uncertain,0,0,0,4.160014112598932,-3.1742521448269336
20260301_204447_w60_lp2_seed0_healthy_r1,healthy,60.0,2,0,healthy,healthy,0.9974285714285714,healthy,0,0,0,3.8058632366470553,-3.2526032732794823
20260301_204447_w60_lp2_seed0_healthy_r2,healthy,60.0,2,0,healthy,healthy,1.0,healthy,0,0,0,3.850069693935808,-3.238901444789734
20260301_204447_w60_lp2_seed0_rs_drift_p02,rs_drift,60.0,2,0,rs_drift,rs_drift,1.0,rs_drift,1,1,1,282.26239062873583,-0.16505027353868235
20260301_204447_w60_lp2_seed0_rs_drift_p05,rs_drift,60.0,2,0,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1743.666969724747,2.9799851093847405
20260301_204447_w60_lp2_seed0_rs_drift_p08,rs_drift,60.0,2,0,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4459.837232102679,4.774769870290294
20260301_204447_w60_lp2_seed0_rs_drift_p10,rs_drift,60.0,2,0,rs_drift,rs_drift,1.0,rs_drift,1,1,1,6966.2330317495425,5.641697434024037
20260301_204447_w60_lp2_seed0_rs_drift_p15,rs_drift,60.0,2,0,rs_drift,rs_drift,1.0,rs_drift,1,1,1,15663.573507572055,7.2258539556849914
20260301_204447_w60_lp2_seed0_rs_drift_p20,rs_drift,60.0,2,0,rs_drift,rs_drift,1.0,rs_drift,1,1,1,27828.503626084,8.35060266581919
20260301_204447_w60_lp2_seed0_rs_drift_p30,rs_drift,60.0,2,0,rs_drift,rs_drift,1.0,rs_drift,1,1,1,62531.63920795559,9.929510694587075
20260301_204447_w60_lp2_seed0_rs_drift_p40,rs_drift,60.0,2,0,rs_drift,rs_drift,1.0,rs_drift,1,1,1,111018.15648529818,11.041352210715875
20260301_204447_w60_lp2_seed0_ld_mismatch_m20,ld_mismatch,60.0,2,0,ld_mismatch,ld_mismatch,0.7508044363243145,uncertain,0,0,0,4.160014112598932,-3.1742521448269336
20260301_204447_w60_lp2_seed0_ld_mismatch_m10,ld_mismatch,60.0,2,0,ld_mismatch,ld_mismatch,0.7508044363243145,uncertain,0,0,0,4.160014112598932,-3.1742521448269336
20260301_204447_w60_lp2_seed0_ld_mismatch_m05,ld_mismatch,60.0,2,0,ld_mismatch,ld_mismatch,0.7508044363243145,uncertain,0,0,0,4.160014112598932,-3.1742521448269336
20260301_204447_w60_lp2_seed0_ld_mismatch_p05,ld_mismatch,60.0,2,0,ld_mismatch,ld_mismatch,0.7508044363243145,uncertain,0,0,0,4.160014112598932,-3.1742521448269336
20260301_204447_w60_lp2_seed0_ld_mismatch_p10,ld_mismatch,60.0,2,0,ld_mismatch,ld_mismatch,0.7508044363243145,uncertain,0,0,0,4.160014112598932,-3.1742521448269336
20260301_204447_w60_lp2_seed0_ld_mismatch_p20,ld_mismatch,60.0,2,0,ld_mismatch,ld_mismatch,0.7508044363243145,uncertain,0,0,0,4.160014112598932,-3.1742521448269336
20260301_204447_w60_lp2_seed1_healthy_r0,healthy,60.0,2,1,ld_mismatch,ld_mismatch,0.763040183849165,uncertain,0,0,0,3.9641265267672168,-3.1808071399751663
20260301_204447_w60_lp2_seed1_healthy_r1,healthy,60.0,2,1,healthy,healthy,0.9699742288054728,healthy,0,0,0,3.8826952974280795,-3.1922417761582262
20260301_204447_w60_lp2_seed1_healthy_r2,healthy,60.0,2,1,healthy,healthy,0.9608226948799823,healthy,1,1,0,3.9808551737340885,-3.1392347687831608
20260301_204447_w60_lp2_seed1_rs_drift_p02,rs_drift,60.0,2,1,rs_drift,rs_drift,1.0,rs_drift,1,1,1,284.46882763711557,-0.15643871102461493
20260301_204447_w60_lp2_seed1_rs_drift_p05,rs_drift,60.0,2,1,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1745.4152584028816,2.982240442031032
20260301_204447_w60_lp2_seed1_rs_drift_p08,rs_drift,60.0,2,1,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4460.142449345032,4.775741552787128
20260301_204447_w60_lp2_seed1_rs_drift_p10,rs_drift,60.0,2,1,rs_drift,rs_drift,1.0,rs_drift,1,1,1,6965.838236463867,5.642312046085237
20260301_204447_w60_lp2_seed1_rs_drift_p15,rs_drift,60.0,2,1,rs_drift,rs_drift,1.0,rs_drift,1,1,1,15662.036096676611,7.2260545151477915
20260301_204447_w60_lp2_seed1_rs_drift_p20,rs_drift,60.0,2,1,rs_drift,rs_drift,1.0,rs_drift,1,1,1,27826.447997007654,8.350624344312363
20260301_204447_w60_lp2_seed1_rs_drift_p30,rs_drift,60.0,2,1,rs_drift,rs_drift,1.0,rs_drift,1,1,1,62528.42812766086,9.92937457631691
20260301_204447_w60_lp2_seed1_rs_drift_p40,rs_drift,60.0,2,1,rs_drift,rs_drift,1.0,rs_drift,1,1,1,111010.20129595055,11.041147239520733
20260301_204447_w60_lp2_seed1_ld_mismatch_m20,ld_mismatch,60.0,2,1,ld_mismatch,ld_mismatch,0.763040183849165,uncertain,0,0,0,3.9641265267672168,-3.1808071399751663
20260301_204447_w60_lp2_seed1_ld_mismatch_m10,ld_mismatch,60.0,2,1,ld_mismatch,ld_mismatch,0.763040183849165,uncertain,0,0,0,3.9641265267672168,-3.1808071399751663
20260301_204447_w60_lp2_seed1_ld_mismatch_m05,ld_mismatch,60.0,2,1,ld_mismatch,ld_mismatch,0.763040183849165,uncertain,0,0,0,3.9641265267672168,-3.1808071399751663
20260301_204447_w60_lp2_seed1_ld_mismatch_p05,ld_mismatch,60.0,2,1,ld_mismatch,ld_mismatch,0.763040183849165,uncertain,0,0,0,3.9641265267672168,-3.1808071399751663
20260301_204447_w60_lp2_seed1_ld_mismatch_p10,ld_mismatch,60.0,2,1,ld_mismatch,ld_mismatch,0.763040183849165,uncertain,0,0,0,3.9641265267672168,-3.1808071399751663
20260301_204447_w60_lp2_seed1_ld_mismatch_p20,ld_mismatch,60.0,2,1,ld_mismatch,ld_mismatch,0.763040183849165,uncertain,0,0,0,3.9641265267672168,-3.1808071399751663
20260301_204447_w60_lp2_seed2_healthy_r0,healthy,60.0,2,2,ld_mismatch,ld_mismatch,0.7541215475324702,uncertain,0,0,0,4.017754469134189,-3.2084691531199008
20260301_204447_w60_lp2_seed2_healthy_r1,healthy,60.0,2,2,healthy,healthy,0.9965244998903535,healthy,0,0,0,3.9351031752263976,-3.165275978776185
20260301_204447_w60_lp2_seed2_healthy_r2,healthy,60.0,2,2,healthy,healthy,0.993100532925721,healthy,0,0,0,3.922847803245674,-3.1821261382094805
20260301_204447_w60_lp2_seed2_rs_drift_p02,rs_drift,60.0,2,2,rs_drift,rs_drift,1.0,rs_drift,1,1,1,285.82795046242535,-0.1961156001701641
20260301_204447_w60_lp2_seed2_rs_drift_p05,rs_drift,60.0,2,2,rs_drift,rs_drift,1.0,rs_drift,1,1,1,1755.3481942498795,2.9671081506949726
20260301_204447_w60_lp2_seed2_rs_drift_p08,rs_drift,60.0,2,2,rs_drift,rs_drift,1.0,rs_drift,1,1,1,4477.5794506325165,4.767027197019051
20260301_204447_w60_lp2_seed2_rs_drift_p10,rs_drift,60.0,2,2,rs_drift,rs_drift,1.0,rs_drift,1,1,1,6987.8992901454985,5.63558589082182
20260301_204447_w60_lp2_seed2_rs_drift_p15,rs_drift,60.0,2,2,rs_drift,rs_drift,1.0,rs_drift,1,1,1,15694.084084904129,7.221811663137371
20260301_204447_w60_lp2_seed2_rs_drift_p20,rs_drift,60.0,2,2,rs_drift,rs_drift,1.0,rs_drift,1,1,1,27869.283348584522,8.347541418638958
20260301_204447_w60_lp2_seed2_rs_drift_p30,rs_drift,60.0,2,2,rs_drift,rs_drift,1.0,rs_drift,1,1,1,62595.390516920415,9.927393651916553
20260301_204447_w60_lp2_seed2_rs_drift_p40,rs_drift,60.0,2,2,rs_drift,rs_drift,1.0,rs_drift,1,1,1,111103.10759258266,11.039696246222068
20260301_204447_w60_lp2_seed2_ld_mismatch_m20,ld_mismatch,60.0,2,2,ld_mismatch,ld_mismatch,0.7541215475324702,uncertain,0,0,0,4.017754469134189,-3.2084691531199008
20260301_204447_w60_lp2_seed2_ld_mismatch_m10,ld_mismatch,60.0,2,2,ld_mismatch,ld_mismatch,0.7541215475324702,uncertain,0,0,0,4.017754469134189,-3.2084691531199008
20260301_204447_w60_lp2_seed2_ld_mismatch_m05,ld_mismatch,60.0,2,2,ld_mismatch,ld_mismatch,0.7541215475324702,uncertain,0,0,0,4.017754469134189,-3.2084691531199008
20260301_204447_w60_lp2_seed2_ld_mismatch_p05,ld_mismatch,60.0,2,2,ld_mismatch,ld_mismatch,0.7541215475324702,uncertain,0,0,0,4.017754469134189,-3.2084691531199008
20260301_204447_w60_lp2_seed2_ld_mismatch_p10,ld_mismatch,60.0,2,2,ld_mismatch,ld_mismatch,0.7541215475324702,uncertain,0,0,0,4.017754469134189,-3.2084691531199008
20260301_204447_w60_lp2_seed2_ld_mismatch_p20,ld_mismatch,60.0,2,2,ld_mismatch,ld_mismatch,0.7541215475324702,uncertain,0,0,0,4.017754469134189,-3.2084691531199008
